season_player_id,season_code,player_id,player,team_id,games_played,games_started,minutes,points,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,turnovers,blocks_favour,blocks_against,fouls_committed,fouls_received,valuation,plus_minus,minutes_per_game,points_per_game,two_points_made_per_game,two_points_attempted_per_game,two_points_percentage,three_points_made_per_game,three_points_attempted_per_game,three_points_percentage,free_throws_made_per_game,free_throws_attempted_per_game,free_throws_percentage,offensive_rebounds_per_game,defensive_rebounds_per_game,total_rebounds_per_game,assists_per_game,steals_per_game,turnovers_per_game,blocks_favour_per_game,blocks_against_per_game,fouls_committed_per_game,fouls_received_per_game,valuation_per_game,plus_minus_per_game
E2023_P011520_MIL,E2023,P011520,"MICCOLI, SAMUELE",MIL,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2023_P008847_VIR,E2023,P008847,"MICKEY, JORDAN",VIR,26.0,4.0,472.9,212,67,133,17,41,27,40,40,63,103,15,11,35,17,7,50,37,200,-30,18.19,8.15,2.58,5.12,0.504,0.65,1.58,0.415,1.04,1.54,0.675,1.54,2.42,3.96,0.58,0.42,1.35,0.65,0.27,1.92,1.42,7.69,-1.15
E2023_P009048_BAS,E2023,P009048,"MILLER-MCINTYRE, CODI",BAS,39.0,36.0,1150.9,373,116,213,27,93,60,86,23,147,170,284,37,100,3,22,84,110,582,-48,29.51,9.56,2.97,5.46,0.545,0.69,2.38,0.29,1.54,2.21,0.698,0.59,3.77,4.36,7.28,0.95,2.56,0.08,0.56,2.15,2.82,14.92,-1.23
E2023_P003941_OLY,E2023,P003941,"MILUTINOV, NIKOLA",OLY,27.0,4.0,488.8,210,75,123,0,0,60,73,68,83,151,24,7,26,16,3,24,93,387,72,18.11,7.78,2.78,4.56,0.61,0.0,0.0,0.0,2.22,2.7,0.822,2.52,3.07,5.59,0.89,0.26,0.96,0.59,0.11,0.89,3.44,14.33,2.67
E2023_P000796_MIL,E2023,P000796,"MIROTIC, NIKOLA",MIL,21.0,17.0,557.0,355,67,105,46,110,83,98,38,81,119,19,16,36,7,6,46,85,396,51,26.52,16.9,3.19,5.0,0.638,2.19,5.24,0.418,3.95,4.67,0.847,1.81,3.86,5.67,0.9,0.76,1.71,0.33,0.29,2.19,4.05,18.86,2.43
E2023_P007866_PAN,E2023,P007866,"MITOGLOU, KONSTANTINOS",PAN,38.0,35.0,1068.1,428,122,221,38,110,70,94,67,168,235,34,31,39,15,9,70,81,511,56,28.11,11.26,3.21,5.82,0.552,1.0,2.89,0.345,1.84,2.47,0.745,1.76,4.42,6.18,0.89,0.82,1.03,0.39,0.24,1.84,2.13,13.45,1.47
E2023_P011965_ZAL,E2023,P011965,"MITROU-LONG, NAZ",ZAL,9.0,0.0,92.2,37,9,19,6,21,1,1,2,9,11,9,2,9,0,3,10,4,16,-42,10.24,4.11,1.0,2.11,0.474,0.67,2.33,0.286,0.11,0.11,1.0,0.22,1.0,1.22,1.0,0.22,1.0,0.0,0.33,1.11,0.44,1.78,-4.67
E2023_P011965_OLY,E2023,P011965,"MITROU-LONG, NAZ",OLY,9.0,0.0,73.6,16,4,10,2,14,2,4,0,2,2,10,3,5,0,2,9,6,1,-5,8.18,1.78,0.44,1.11,0.4,0.22,1.56,0.143,0.22,0.44,0.5,0.0,0.22,0.22,1.11,0.33,0.56,0.0,0.22,1.0,0.67,0.11,-0.56
E2023_P002553_RED,E2023,P002553,"MITROVIC, LUKA",RED,31.0,19.0,609.0,292,114,191,1,3,61,89,65,88,153,53,20,37,8,14,78,91,381,-12,19.64,9.42,3.68,6.16,0.597,0.03,0.1,0.333,1.97,2.87,0.685,2.1,2.84,4.94,1.71,0.65,1.19,0.26,0.45,2.52,2.94,12.29,-0.39
E2023_P012201_BAS,E2023,P012201,"MONEKE, CHIMA",BAS,34.0,7.0,841.0,461,124,205,30,85,123,161,70,153,223,46,39,67,18,17,55,149,623,76,24.73,13.56,3.65,6.03,0.605,0.88,2.5,0.353,3.62,4.74,0.764,2.06,4.5,6.56,1.35,1.15,1.97,0.53,0.5,1.62,4.38,18.32,2.24
E2023_P012784_ZAL,E2023,P012784,"MONTVILA, NEDAS",ZAL,4.0,0.0,3.4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.84,0.75,0.0,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25
E2023_P006544_PAN,E2023,P006544,"MORAITIS, DIMITRIS",PAN,7.0,0.0,17.0,11,1,4,3,4,0,0,0,2,2,5,2,2,0,1,1,0,12,32,2.43,1.57,0.14,0.57,0.25,0.43,0.57,0.75,0.0,0.0,0.0,0.0,0.29,0.29,0.71,0.29,0.29,0.0,0.14,0.14,0.0,1.71,4.57
E2023_PLCZ_MCO,E2023,PLCZ,"MOTIEJUNAS, DONATAS",MCO,39.0,32.0,692.6,343,109,179,23,61,56,77,36,97,133,37,17,44,9,5,74,106,393,84,17.76,8.79,2.79,4.59,0.609,0.59,1.56,0.377,1.44,1.97,0.727,0.92,2.49,3.41,0.95,0.44,1.13,0.23,0.13,1.9,2.72,10.08,2.15
E2023_P011157_ULK,E2023,P011157,"MOTLEY, JOHNATHAN",ULK,36.0,19.0,674.0,402,152,232,1,4,95,134,70,81,151,40,7,72,8,8,114,147,439,94,18.72,11.17,4.22,6.44,0.655,0.03,0.11,0.25,2.64,3.72,0.709,1.94,2.25,4.19,1.11,0.19,2.0,0.22,0.22,3.17,4.08,12.19,2.61
E2023_P006540_MAD,E2023,P006540,"MUSA, DZANAN",MAD,38.0,29.0,798.6,512,111,182,59,143,113,138,25,79,104,84,10,44,9,14,45,114,550,176,21.02,13.47,2.92,4.79,0.61,1.55,3.76,0.413,2.97,3.63,0.819,0.66,2.08,2.74,2.21,0.26,1.16,0.24,0.37,1.18,3.0,14.47,4.63
E2023_P011224_RED,E2023,P011224,"NAPIER, SHABAZZ",RED,12.0,7.0,212.8,117,22,50,18,59,19,23,5,15,20,28,16,22,0,5,16,28,93,-26,17.73,9.75,1.83,4.17,0.44,1.5,4.92,0.305,1.58,1.92,0.826,0.42,1.25,1.67,2.33,1.33,1.83,0.0,0.42,1.33,2.33,7.75,-2.17
E2023_P011224_MIL,E2023,P011224,"NAPIER, SHABAZZ",MIL,16.0,16.0,433.0,175,27,56,25,88,46,54,8,32,40,65,17,42,0,2,29,59,183,19,27.06,10.94,1.69,3.5,0.482,1.56,5.5,0.284,2.88,3.38,0.852,0.5,2.0,2.5,4.06,1.06,2.62,0.0,0.12,1.81,3.69,11.44,1.19
E2023_P009213_MAD,E2023,P009213,"NDIAYE, ELI",MAD,23.0,13.0,256.8,66,17,30,8,25,8,12,21,32,53,12,9,10,5,3,38,16,76,11,11.16,2.87,0.74,1.3,0.567,0.35,1.09,0.32,0.35,0.52,0.667,0.91,1.39,2.3,0.52,0.39,0.43,0.22,0.13,1.65,0.7,3.3,0.48
E2023_P012731_ASV,E2023,P012731,"NDIAYE, MBAYE",ASV,22.0,1.0,348.4,79,33,58,2,11,7,13,27,59,86,22,12,17,20,1,37,15,139,-5,15.84,3.59,1.5,2.64,0.569,0.09,0.5,0.182,0.32,0.59,0.538,1.23,2.68,3.91,1.0,0.55,0.77,0.91,0.05,1.68,0.68,6.32,-0.23
E2023_P011199_TEL,E2023,P011199,"NEBO, JOSH",TEL,39.0,39.0,923.4,435,170,254,0,1,95,133,120,156,276,24,23,36,34,12,70,99,650,50,23.68,11.15,4.36,6.51,0.669,0.0,0.03,0.0,2.44,3.41,0.714,3.08,4.0,7.08,0.62,0.59,0.92,0.87,0.31,1.79,2.54,16.67,1.28
E2023_P000848_RED,E2023,P000848,"NEDOVIC, NEMANJA",RED,30.0,15.0,654.8,428,94,172,58,142,66,76,6,50,56,79,16,51,4,11,56,95,388,-53,21.83,14.27,3.13,5.73,0.547,1.93,4.73,0.408,2.2,2.53,0.868,0.2,1.67,1.87,2.63,0.53,1.7,0.13,0.37,1.87,3.17,12.93,-1.77
E2023_P006819_BER,E2023,P006819,"NIKIC, KRESIMIR",BER,17.0,5.0,104.3,25,10,23,0,0,5,6,4,8,12,6,3,6,2,2,14,8,20,-22,6.13,1.47,0.59,1.35,0.435,0.0,0.0,0.0,0.29,0.35,0.833,0.24,0.47,0.71,0.35,0.18,0.35,0.12,0.12,0.82,0.47,1.18,-1.29
E2023_P010641_BAR,E2023,P010641,"NNAJI, JAMES",BAR,19.0,0.0,107.5,49,18,25,0,0,13,31,11,16,27,3,3,5,5,0,17,18,58,-32,5.66,2.58,0.95,1.32,0.72,0.0,0.0,0.0,0.68,1.63,0.419,0.58,0.84,1.42,0.16,0.16,0.26,0.26,0.0,0.89,0.95,3.05,-1.68
E2023_P006068_ULK,E2023,P006068,"NOUA, AMINE",ULK,12.0,7.0,177.6,50,14,21,6,16,4,5,14,20,34,6,2,2,9,1,25,9,64,43,14.8,4.17,1.17,1.75,0.667,0.5,1.33,0.375,0.33,0.42,0.8,1.17,1.67,2.83,0.5,0.17,0.17,0.75,0.08,2.08,0.75,5.33,3.58
E2023_P007400_PAR,E2023,P007400,"NUNNALLY, JAMES WILLIAM",PAR,32.0,13.0,888.2,394,96,165,45,104,67,77,25,76,101,81,19,50,3,6,56,67,415,-22,27.76,12.31,3.0,5.16,0.582,1.41,3.25,0.433,2.09,2.41,0.87,0.78,2.38,3.16,2.53,0.59,1.56,0.09,0.19,1.75,2.09,12.97,-0.69
E2023_P012774_PAN,E2023,P012774,"NUNN, KENDRICK",PAN,35.0,27.0,958.8,558,139,298,70,171,70,73,13,80,93,106,30,108,5,28,77,93,409,99,27.39,15.94,3.97,8.51,0.466,2.0,4.89,0.409,2.0,2.09,0.959,0.37,2.29,2.66,3.03,0.86,3.09,0.14,0.8,2.2,2.66,11.69,2.83
E2023_P004508_MUN,E2023,P004508,"OBST, ANDREAS",MUN,22.0,3.0,410.8,166,7,16,47,115,11,14,5,28,33,15,4,10,0,2,25,19,120,-32,18.68,7.55,0.32,0.73,0.438,2.14,5.23,0.409,0.5,0.64,0.786,0.23,1.27,1.5,0.68,0.18,0.45,0.0,0.09,1.14,0.86,5.45,-1.45
E2023_P011982_PAM,E2023,P011982,"OJELEYE, SEMI",PAM,27.0,12.0,599.0,360,67,132,40,85,106,122,38,82,120,11,21,41,6,12,47,92,384,22,22.18,13.33,2.48,4.89,0.508,1.48,3.15,0.471,3.93,4.52,0.869,1.41,3.04,4.44,0.41,0.78,1.52,0.22,0.44,1.74,3.41,14.22,0.81
E2023_P011212_MCO,E2023,P011212,"OKOBO, ELIE",MCO,37.0,3.0,918.8,407,94,191,41,136,96,116,10,85,95,116,25,66,1,12,77,102,379,119,24.83,11.0,2.54,5.16,0.492,1.11,3.68,0.301,2.59,3.14,0.828,0.27,2.3,2.57,3.14,0.68,1.78,0.03,0.32,2.08,2.76,10.24,3.22
E2023_P006919_BER,E2023,P006919,"OLINDE, LOUIS",BER,17.0,13.0,375.1,151,33,51,22,53,19,23,18,38,56,24,18,14,7,5,32,33,185,-52,22.07,8.88,1.94,3.0,0.647,1.29,3.12,0.415,1.12,1.35,0.826,1.06,2.24,3.29,1.41,1.06,0.82,0.41,0.29,1.88,1.94,10.88,-3.06
E2023_P010400_IST,E2023,P010400,"ONCEL, RIDVAN",IST,2.0,0.0,10.2,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,3,1,0,6,5.09,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.5,0.5,0.0,3.0
E2023_P012710_IST,E2023,P012710,"OSMANI, ERCAN",IST,23.0,16.0,308.6,101,26,51,13,38,10,10,17,43,60,14,14,12,2,5,39,16,101,24,13.42,4.39,1.13,2.22,0.51,0.57,1.65,0.342,0.43,0.43,1.0,0.74,1.87,2.61,0.61,0.61,0.52,0.09,0.22,1.7,0.7,4.39,1.04
E2023_P012788_IST,E2023,P012788,"OTURU, DAN",IST,22.0,3.0,340.3,158,67,98,0,0,24,41,37,48,85,12,7,18,20,7,53,38,194,44,15.47,7.18,3.05,4.45,0.684,0.0,0.0,0.0,1.09,1.86,0.585,1.68,2.18,3.86,0.55,0.32,0.82,0.91,0.32,2.41,1.73,8.82,2.0
E2023_P004197_MCO,E2023,P004197,"OUATTARA, YAKUBA",MCO,26.0,20.0,309.3,110,18,32,23,48,5,7,15,23,38,3,4,6,1,3,27,7,86,8,11.9,4.23,0.69,1.23,0.562,0.88,1.85,0.479,0.19,0.27,0.714,0.58,0.88,1.46,0.12,0.15,0.23,0.04,0.12,1.04,0.27,3.31,0.31
E2023_P006739_VIR,E2023,P006739,"PAJOLA, ALESSANDRO",VIR,34.0,8.0,579.6,131,16,35,25,71,24,33,15,47,62,103,26,37,4,3,91,46,167,21,17.05,3.85,0.47,1.03,0.457,0.74,2.09,0.352,0.71,0.97,0.727,0.44,1.38,1.82,3.03,0.76,1.09,0.12,0.09,2.68,1.35,4.91,0.62
E2023_P006433_MIL,E2023,P006433,"PANGOS, KEVIN",MIL,5.0,3.0,122.8,36,7,15,6,20,4,4,2,7,9,15,2,12,0,0,12,14,30,-8,24.56,7.2,1.4,3.0,0.467,1.2,4.0,0.3,0.8,0.8,1.0,0.4,1.4,1.8,3.0,0.4,2.4,0.0,0.0,2.4,2.8,6.0,-1.6
E2023_P006433_PAM,E2023,P006433,"PANGOS, KEVIN",PAM,12.0,4.0,162.8,23,3,11,4,20,5,5,1,8,9,28,4,9,0,1,23,16,23,-41,13.57,1.92,0.25,0.92,0.273,0.33,1.67,0.2,0.42,0.42,1.0,0.08,0.67,0.75,2.33,0.33,0.75,0.0,0.08,1.92,1.33,1.92,-3.42
E2023_P005844_ULK,E2023,P005844,"PAPAGIANNIS, GEORGIOS",ULK,38.0,11.0,606.1,216,72,108,20,41,12,18,39,77,116,31,12,27,31,1,66,24,273,8,15.95,5.68,1.89,2.84,0.667,0.53,1.08,0.488,0.32,0.47,0.667,1.03,2.03,3.05,0.82,0.32,0.71,0.82,0.03,1.74,0.63,7.18,0.21
E2023_P001255_OLY,E2023,P001255,"PAPANIKOLAOU, KOSTAS",OLY,38.0,33.0,953.2,281,49,89,51,141,30,46,29,109,138,103,31,44,5,6,63,55,354,98,25.08,7.39,1.29,2.34,0.551,1.34,3.71,0.362,0.79,1.21,0.652,0.76,2.87,3.63,2.71,0.82,1.16,0.13,0.16,1.66,1.45,9.32,2.58
E2023_P005161_PAN,E2023,P005161,"PAPAPETROU, IOANNIS",PAN,16.0,4.0,271.4,90,15,32,16,31,12,15,7,25,32,11,4,6,3,4,23,14,86,71,16.96,5.62,0.94,2.0,0.469,1.0,1.94,0.516,0.75,0.94,0.8,0.44,1.56,2.0,0.69,0.25,0.38,0.19,0.25,1.44,0.88,5.38,4.44
E2023_P012023_OLY,E2023,P012023,"PAPAS, GEORGE",OLY,2.0,0.0,6.3,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,3.17,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.5
E2023_P012745_BAR,E2023,P012745,"PARKER, JABARI",BAR,38.0,20.0,912.1,403,97,190,51,134,56,73,37,122,159,28,22,44,15,6,75,55,364,102,24.0,10.61,2.55,5.0,0.511,1.34,3.53,0.381,1.47,1.92,0.767,0.97,3.21,4.18,0.74,0.58,1.16,0.39,0.16,1.97,1.45,9.58,2.68
E2023_P007464_BAR,E2023,P007464,"PARRA, JOEL",BAR,26.0,1.0,340.3,77,16,33,12,44,9,13,22,35,57,10,6,13,3,0,34,19,72,-66,13.09,2.96,0.62,1.27,0.485,0.46,1.69,0.273,0.35,0.5,0.692,0.85,1.35,2.19,0.38,0.23,0.5,0.12,0.0,1.31,0.73,2.77,-2.54
E2023_P003204_BAR,E2023,P003204,"PAULI, ORIOL",BAR,14.0,0.0,93.3,33,12,15,2,16,3,4,5,11,16,7,1,7,1,0,13,8,28,3,6.66,2.36,0.86,1.07,0.8,0.14,1.14,0.125,0.21,0.29,0.75,0.36,0.79,1.14,0.5,0.07,0.5,0.07,0.0,0.93,0.57,2.0,0.21
E2023_P008829_OLY,E2023,P008829,"PETERS, ALEC",OLY,40.0,40.0,1017.4,524,112,191,76,142,72,82,49,145,194,62,18,53,4,15,90,86,575,60,25.44,13.1,2.8,4.78,0.586,1.9,3.55,0.535,1.8,2.05,0.878,1.23,3.62,4.85,1.55,0.45,1.32,0.1,0.38,2.25,2.15,14.38,1.5
E2023_P011194_OLY,E2023,P011194,"PETRUSEV, FILIP",OLY,22.0,1.0,343.7,138,45,89,4,14,36,46,9,64,73,14,7,15,11,8,32,48,172,40,15.62,6.27,2.05,4.05,0.506,0.18,0.64,0.286,1.64,2.09,0.783,0.41,2.91,3.32,0.64,0.32,0.68,0.5,0.36,1.45,2.18,7.82,1.82
E2023_P010560_ULK,E2023,P010560,"PIERRE, DYSHAWN",ULK,27.0,24.0,534.5,150,40,74,16,53,22,24,37,68,105,27,16,10,3,2,32,32,216,28,19.8,5.56,1.48,2.74,0.541,0.59,1.96,0.302,0.81,0.89,0.917,1.37,2.52,3.89,1.0,0.59,0.37,0.11,0.07,1.19,1.19,8.0,1.04
E2023_PLHK_IST,E2023,PLHK,"PLEISS, TIBOR",IST,23.0,19.0,414.4,179,45,86,27,62,8,9,28,55,83,16,8,15,14,2,33,11,184,-8,18.02,7.78,1.96,3.74,0.523,1.17,2.7,0.435,0.35,0.39,0.889,1.22,2.39,3.61,0.7,0.35,0.65,0.61,0.09,1.43,0.48,8.0,-0.35
E2023_P004887_MAD,E2023,P004887,"POIRIER, VINCENT",MAD,37.0,5.0,679.0,332,133,197,2,5,60,85,82,114,196,24,16,29,54,4,73,72,496,59,18.35,8.97,3.59,5.32,0.675,0.05,0.14,0.4,1.62,2.3,0.706,2.22,3.08,5.3,0.65,0.43,0.78,1.46,0.11,1.97,1.95,13.41,1.59
E2023_P002084_VIR,E2023,P002084,"POLONARA, ACHILLE",VIR,21.0,1.0,264.0,66,12,28,13,29,3,5,18,38,56,25,10,11,10,2,27,18,111,-12,12.57,3.14,0.57,1.33,0.429,0.62,1.38,0.448,0.14,0.24,0.6,0.86,1.81,2.67,1.19,0.48,0.52,0.48,0.1,1.29,0.86,5.29,-0.57
E2023_P004172_PAR,E2023,P004172,"PONITKA, MATEUSZ",PAR,26.0,14.0,362.1,63,20,40,5,21,8,9,23,33,56,19,11,16,1,3,41,27,80,-44,13.93,2.42,0.77,1.54,0.5,0.19,0.81,0.238,0.31,0.35,0.889,0.88,1.27,2.15,0.73,0.42,0.62,0.04,0.12,1.58,1.04,3.08,-1.69
E2023_P009960_MIL,E2023,P009960,"POYTHRESS, ALEX",MIL,30.0,9.0,386.0,158,66,107,1,5,23,29,35,45,80,4,10,29,11,7,74,39,141,3,12.86,5.27,2.2,3.57,0.617,0.03,0.17,0.2,0.77,0.97,0.793,1.17,1.5,2.67,0.13,0.33,0.97,0.37,0.23,2.47,1.3,4.7,0.1
E2023_P010393_PAM,E2023,P010393,"PRADILLA, JAIME",PAM,31.0,7.0,421.8,105,41,67,3,10,14,24,40,61,101,23,16,22,1,6,53,26,148,-60,13.61,3.39,1.32,2.16,0.612,0.1,0.32,0.3,0.45,0.77,0.583,1.29,1.97,3.26,0.74,0.52,0.71,0.03,0.19,1.71,0.84,4.77,-1.94
E2023_P008384_BER,E2023,P008384,"PROCIDA, GABRIELE",BER,25.0,3.0,436.4,207,46,79,27,93,34,45,13,28,41,23,36,25,9,7,20,47,201,-85,17.46,8.28,1.84,3.16,0.582,1.08,3.72,0.29,1.36,1.8,0.756,0.52,1.12,1.64,0.92,1.44,1.0,0.36,0.28,0.8,1.88,8.04,-3.4
E2023_P006643_PAM,E2023,P006643,"PUERTO, JOSEP",PAM,25.0,11.0,331.9,79,18,38,11,41,10,11,19,40,59,9,5,25,0,9,29,19,57,-69,13.28,3.16,0.72,1.52,0.474,0.44,1.64,0.268,0.4,0.44,0.909,0.76,1.6,2.36,0.36,0.2,1.0,0.0,0.36,1.16,0.76,2.28,-2.76
E2023_P009862_PAR,E2023,P009862,"PUNTER, KEVIN  XAVIER",PAR,28.0,24.0,815.5,419,102,192,41,117,92,102,9,64,73,72,32,63,6,11,66,111,397,-27,29.13,14.96,3.64,6.86,0.531,1.46,4.18,0.35,3.29,3.64,0.902,0.32,2.29,2.61,2.57,1.14,2.25,0.21,0.39,2.36,3.96,14.18,-0.96
E2023_P010788_BAS,E2023,P010788,"QUEREJETA, JOSEBA",BAS,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2023_P006543_MUN,E2023,P006543,"RADONCIC, DINO",MUN,16.0,0.0,143.9,20,5,11,1,3,7,11,13,21,34,7,4,9,1,2,20,8,31,11,8.99,1.25,0.31,0.69,0.455,0.06,0.19,0.333,0.44,0.69,0.636,0.81,1.31,2.12,0.44,0.25,0.56,0.06,0.12,1.25,0.5,1.94,0.69
E2023_P008850_BAS,E2023,P008850,"RAIESTE, SANDER",BAS,30.0,8.0,199.1,26,7,13,4,18,0,0,4,15,19,9,3,6,1,0,36,5,1,-88,6.64,0.87,0.23,0.43,0.538,0.13,0.6,0.222,0.0,0.0,0.0,0.13,0.5,0.63,0.3,0.1,0.2,0.03,0.0,1.2,0.17,0.03,-2.93
E2023_P011631_BER,E2023,P011631,"RAPIEQUE, ELIAS",BER,6.0,0.0,26.5,14,1,3,3,5,3,3,3,0,3,3,0,4,0,0,2,4,14,-2,4.41,2.33,0.17,0.5,0.333,0.5,0.83,0.6,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.67,0.0,0.0,0.33,0.67,2.33,-0.33
E2023_P012738_PAM,E2023,P012738,"REUVERS, NATHAN",PAM,29.0,11.0,431.2,141,36,73,17,64,18,27,17,50,67,14,6,19,13,2,71,33,89,-41,14.87,4.86,1.24,2.52,0.493,0.59,2.21,0.266,0.62,0.93,0.667,0.59,1.72,2.31,0.48,0.21,0.66,0.45,0.07,2.45,1.14,3.07,-1.41
E2023_P001518_MIL,E2023,P001518,"RICCI, GIAMPAOLO",MIL,22.0,2.0,152.9,18,3,8,4,23,0,0,11,13,24,2,6,1,2,0,30,3,0,-28,6.95,0.82,0.14,0.36,0.375,0.18,1.05,0.174,0.0,0.0,0.0,0.5,0.59,1.09,0.09,0.27,0.05,0.09,0.0,1.36,0.14,0.0,-1.27
E2023_P011214_TEL,E2023,P011214,"RIVERO, JASIEL",TEL,40.0,1.0,625.2,304,114,202,4,7,64,99,63,62,125,37,24,36,12,16,78,98,344,-27,15.63,7.6,2.85,5.05,0.564,0.1,0.18,0.571,1.6,2.48,0.646,1.58,1.55,3.12,0.92,0.6,0.9,0.3,0.4,1.95,2.45,8.6,-0.68
E2023_P012740_PAM,E2023,P012740,"ROBERTSON, KASSIUS",PAM,30.0,16.0,471.3,124,15,41,24,86,22,34,9,31,40,22,8,21,1,6,46,25,47,-9,15.71,4.13,0.5,1.37,0.366,0.8,2.87,0.279,0.73,1.13,0.647,0.3,1.03,1.33,0.73,0.27,0.7,0.03,0.2,1.53,0.83,1.57,-0.3
E2023_PCVM_MAD,E2023,PCVM,"RODRIGUEZ, SERGIO",MAD,32.0,0.0,486.4,142,21,59,31,87,7,8,4,40,44,136,16,49,0,1,72,24,145,-35,15.2,4.44,0.66,1.84,0.356,0.97,2.72,0.356,0.22,0.25,0.875,0.12,1.25,1.38,4.25,0.5,1.53,0.0,0.03,2.25,0.75,4.53,-1.09
E2023_P011085_BAS,E2023,P011085,"ROGKAVOPOULOS, NIKOLAOS",BAS,29.0,6.0,390.5,177,23,49,38,73,17,22,17,31,48,14,14,16,4,8,45,21,143,-5,13.46,6.1,0.79,1.69,0.469,1.31,2.52,0.521,0.59,0.76,0.773,0.59,1.07,1.66,0.48,0.48,0.55,0.14,0.28,1.55,0.72,4.93,-0.17
E2023_P012779_OLY,E2023,P012779,"ROZAKEAS, ANASTASIOS",OLY,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2023_PLFW_BAR,E2023,PLFW,"RUBIO, RICKY",BAR,13.0,3.0,224.7,61,13,40,4,22,23,27,10,32,42,56,18,27,0,2,29,33,103,-31,17.28,4.69,1.0,3.08,0.325,0.31,1.69,0.182,1.77,2.08,0.852,0.77,2.46,3.23,4.31,1.38,2.08,0.0,0.15,2.23,2.54,7.92,-2.38
E2023_P011630_BER,E2023,P011630,"RUF, LINUS",BER,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E2023_P007550_BER,E2023,P007550,"SAMAR, ZIGA",BER,14.0,3.0,174.2,48,12,35,6,15,6,7,7,13,20,30,11,28,0,3,29,18,34,-123,12.44,3.43,0.86,2.5,0.343,0.43,1.07,0.4,0.43,0.5,0.857,0.5,0.93,1.43,2.14,0.79,2.0,0.0,0.21,2.07,1.29,2.43,-8.79
E2023_P011442_PAN,E2023,P011442,"SAMONTOUROV, ALEXANDROS",PAN,1.0,0.0,1.4,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,6,1.37,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
E2023_P002968_ULK,E2023,P002968,"SANLI, SERTAC",ULK,35.0,16.0,428.1,164,43,81,20,57,18,23,20,49,69,17,4,19,12,2,86,37,116,-27,12.23,4.69,1.23,2.31,0.531,0.57,1.63,0.351,0.51,0.66,0.783,0.57,1.4,1.97,0.49,0.11,0.54,0.34,0.06,2.46,1.06,3.31,-0.77
E2023_P011666_BAR,E2023,P011666,"SARR, DAME",BAR,2.0,0.0,2.9,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-3,-6,1.47,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,-3.0
E2023_P002939_BAR,E2023,P002939,"SATORANSKY, TOMAS",BAR,39.0,36.0,976.2,273,59,114,37,101,44,61,24,145,169,157,42,52,5,7,85,78,444,103,25.03,7.0,1.51,2.92,0.518,0.95,2.59,0.366,1.13,1.56,0.721,0.62,3.72,4.33,4.03,1.08,1.33,0.13,0.18,2.18,2.0,11.38,2.64
E2023_P006251_BER,E2023,P006251,"SCHNEIDER, TIM",BER,33.0,9.0,530.3,142,37,60,20,81,8,15,27,44,71,20,9,18,1,5,55,29,103,-243,16.07,4.3,1.12,1.82,0.617,0.61,2.45,0.247,0.24,0.45,0.533,0.82,1.33,2.15,0.61,0.27,0.55,0.03,0.15,1.67,0.88,3.12,-7.36
